Valor de M: 200, Valor de N: 200
-90	-33	-55	-29	-47	-92	-67	-62	-79	-74	-59	-4	-22	-5	-82	-3	-20	-12	-33	-90	-2	-85	-74	-18	-7	-44	-11	-9	-56	-92	-75	-59	-2	-24	-48	-33	-97	-72	-43	-58	-44	-38	-64	-22	-26	-60	-79	-75	-96	-57	-15	-14	-40	-34	-41	-76	-35	-90	-73	-29	0	-14	-30	-87	-80	-19	-82	-11	-49	-79	-23	-51	-90	-92	-70	-21	-89	-57	-79	-83	-93	-98	-12	-66	-66	-31	-36	-86	-19	-57	-58	-22	-42	-30	-89	-90	-48	-7	-95	-90	-19	-19	-3	-24	-2	-48	-97	-82	-71	-18	-5	-16	-41	-90	-89	-30	-87	-82	-64	-3	-37	-22	-11	-83	-35	-54	-41	-88	-33	-92	-81	-5	-2	-57	-91	-67	-30	-47	-76	-9	-58	-81	-20	-32	-30	-4	-90	-89	-60	-2	-51	-6	-60	-36	-32	-20	-4	-20	-44	-70	-27	-84	-78	-71	-64	-3	-65	-87	-90	-49	-80	0	-91	-95	-21	-49	-59	-17	-10	-68	-72	-99	-91	-83	-45	-13	-95	-99	-56	-59	-9	-84	-17	-89	-26	-11	-95	0	-12	-99	
-47	-10	-27	-64	-65	-86	-25	-36	-62	-76	-48	-71	-78	-31	-61	-8	-7	-86	-32	-56	-71	-54	-70	-5	-7	-54	-8	-78	-45	-60	-30	-76	-75	-23	-64	-42	-10	-1	-14	-60	-6	-33	-20	-71	-27	-50	-25	-92	-58	-39	-13	0	-66	-73	-12	-76	0	-96	-54	-38	-39	0	-12	-94	-82	-44	-14	-81	-46	-31	-64	-16	-70	-69	-67	-92	-60	-10	-98	-1	-29	-21	-79	-81	-42	-71	-1	-19	-59	-1	-31	-34	-52	-33	-5	-35	-19	-81	-13	-89	-4	-93	-43	-31	-90	-75	-23	-56	-80	-53	-90	-57	-63	-21	-60	-28	-92	-74	-58	-37	-51	-11	-4	-25	-75	-45	-40	-79	-62	-71	-12	-75	-37	-6	-96	-46	-87	-23	-67	-13	-97	-71	-29	-7	-83	-36	-70	-77	-94	-31	-31	-71	-52	-63	-71	-1	-44	-45	-43	-54	-67	-27	-56	-47	-92	-34	-84	-63	-67	-3	-43	-37	-54	-43	-60	-75	-33	-97	-73	-58	-77	-46	-33	-43	-39	-24	-72	-67	-56	-86	-15	-81	-1	-52	-35	-3	-65	-99	-21	-81	
-93	-36	-61	-6	-20	-50	-6	-78	-6	-80	-23	-71	-65	-85	-54	-77	-52	-96	-78	-6	-48	-69	-93	-78	-49	-42	-23	-80	-32	-77	-74	-94	-38	-69	-67	-48	-65	-54	-24	-32	-25	-92	-86	-25	-86	-51	-50	-85	-28	-85	-51	-26	-57	-10	-77	-48	-94	-53	-74	-90	-49	-66	-31	-74	-11	-33	-97	-72	-3	-67	-13	-18	-22	-24	-25	-62	-66	-47	-10	-36	-18	-57	-78	-61	-57	0	-44	-38	-74	-47	-3	-25	-29	-28	-64	-23	-50	-89	-93	-63	-18	-82	-21	-33	-75	-93	-73	-47	-94	-99	-94	-97	-72	-71	-83	-68	-64	-14	-28	-74	-13	-17	-48	-42	-98	-6	-46	-2	-6	-37	-6	-62	-58	-89	-8	-9	-29	-38	-74	-39	-63	-67	-40	-48	0	-70	-14	-84	-24	-27	-78	-72	-28	-78	-87	-16	-18	-22	-60	-34	-86	-13	-74	-15	-5	-60	-93	-14	-92	-18	-97	-40	-87	-21	-67	-77	-12	-69	-2	-70	-73	-75	-89	-18	-9	-40	-53	-76	0	-36	-70	-85	-81	-46	-55	-1	-29	-8	-75	-25	
0	-60	-32	-6	-87	-1	-23	-39	-33	-99	0	-20	-64	-8	-10	-40	-74	-55	-9	-8	-72	-97	-74	-14	-65	-2	-68	-28	0	-31	-26	-71	-64	-94	-55	-49	-60	-44	-38	-7	-81	-38	-88	-53	-87	-20	-33	-28	-3	-37	-5	-39	-33	-55	-33	-8	-71	0	-81	-11	-93	-13	-68	-61	-84	-65	-69	-1	-20	-88	-29	-80	-38	-16	-63	-70	-44	-37	-39	-57	-43	-60	-4	-95	-90	-59	-68	-79	-40	-98	-87	-26	-55	-20	-5	-78	-45	-16	-25	-63	-12	-57	-92	-78	-86	-88	0	-98	-13	-1	-43	-61	-87	-22	-91	-29	-48	-20	-40	-45	-46	-56	-50	-29	-55	-57	-60	-52	-91	-45	-10	-20	-1	-12	-65	-9	-15	-84	-89	-1	-85	-16	-94	-3	-34	-1	-46	-34	0	-59	-1	-88	-95	-87	-35	-64	-1	-5	-54	-9	-59	-36	-17	-40	-42	-87	-68	-8	-18	-43	-39	-70	-62	-70	-57	-5	-17	-71	-7	-19	-72	-20	-19	-78	-1	-57	-98	-32	-44	-33	-89	-96	-3	-73	-84	-38	-16	-86	-18	-56	
-44	-13	-74	-81	-56	-33	-77	-57	-12	-94	-97	-69	-54	-67	-80	-77	-39	-86	-66	-46	-43	-87	-85	-67	-91	-19	-13	-27	-48	-71	-16	-68	-44	-25	-84	-39	-38	-39	-7	-3	-15	-98	-21	-76	-4	-46	-65	-21	-61	-5	-79	-57	-13	-45	-3	-72	-63	-78	-64	-32	-98	-12	-11	-62	-77	-48	-69	-89	-75	-26	-17	-5	-3	-20	-56	-47	-25	-36	0	-71	-5	-3	-21	-49	-53	-63	-44	-93	-87	-24	-19	-87	-23	-23	-39	0	-1	-15	-43	-2	-41	-66	-78	-74	-61	-28	-1	-85	-15	-60	-87	-42	-68	-35	-12	-23	-32	-79	-11	-69	-70	-17	-24	-1	-23	-63	-39	-1	-37	-27	-25	-44	0	-61	-14	-77	-92	-13	-5	-45	-2	-82	-97	-8	-49	-16	-85	-42	-73	-1	-62	-98	-54	-77	-9	-10	-52	-15	-38	-40	0	-30	-99	-7	-64	-18	-44	-31	-93	-68	-77	-70	-40	-72	-57	-83	-85	-85	-29	-56	-88	-76	-25	-2	-84	-48	-79	-89	-9	-47	-21	-4	-17	-65	-45	-27	-30	0	-83	-56	
-16	-24	-56	-92	-92	-51	-92	-66	-41	-42	-22	-9	-8	-11	-97	-82	-50	-32	-77	-48	-6	-39	-63	-42	-13	-96	-56	-70	-87	-46	-23	-10	0	-79	-78	-17	-77	-7	-58	-83	-92	-66	-19	-7	-79	-2	-10	-35	-12	-98	-31	-5	-9	-87	-48	-78	-75	-13	-22	-98	-1	-75	-1	-6	-71	-89	-94	-86	-7	-92	-38	-77	-66	-5	-33	-75	-26	-10	-83	-56	-87	-59	-74	-27	-48	-85	-57	0	-83	-12	-91	-2	-76	-56	-19	-89	-26	-44	-84	-96	-83	-83	-25	0	-79	-38	-78	-77	-12	-25	-32	-5	-18	-39	-24	-51	-12	-82	-30	-29	-29	-43	-98	-21	-83	-59	-62	-97	-95	-8	-30	-20	-75	-30	-68	-55	-22	-16	-96	-20	-50	-3	-77	-61	-22	-1	-65	-76	-16	-9	-5	-64	-5	-37	-90	-28	-77	-80	-71	-1	-61	-47	-74	-80	-74	-74	0	-33	-48	-79	-53	-32	-4	-80	0	-41	-6	-59	-80	-35	-37	-90	-38	-88	-60	-11	-98	-90	-76	-39	-10	-16	-76	-16	-45	-5	-23	-37	-40	-13	
-13	-40	-14	-7	-60	-51	-3	-97	-61	-56	-71	-41	-32	-12	-81	-69	-38	-45	-7	-9	-18	-52	-97	-76	-36	-39	-68	-69	-17	-92	-71	-44	-8	-57	-92	-37	-71	-42	-18	-89	-29	-30	-53	0	-29	-94	-57	-22	-99	-32	-87	-40	-5	-86	-1	-2	-42	-50	-36	-89	-83	-4	-87	-93	-51	-67	-66	-4	-85	-40	-6	-34	-50	-42	-17	-13	-93	-3	-91	-53	-93	-7	-4	-67	-1	-75	-44	-39	-28	-14	-75	-13	-31	-50	-23	-79	-69	-2	-87	-67	-31	-5	-30	-29	-77	-87	-76	-41	-62	-73	-27	-71	-33	-50	-10	-80	-24	-26	-39	-59	-66	-25	-64	-77	-86	-12	-58	-75	-45	-85	-46	0	-3	-60	-93	-45	-73	-75	-79	-51	-69	-75	-22	-82	-29	-62	0	-1	-2	-93	-36	-52	-49	-77	-45	-32	-84	-41	-87	-89	-43	-83	-26	-32	0	-46	-64	-4	-77	-93	-3	-32	-26	-78	-99	-56	0	-15	-46	-8	-6	-18	-25	-81	-51	-5	-1	-58	-56	-5	-73	-12	-6	-55	-20	-34	-43	-68	-75	-23	
-51	-34	-26	-96	-99	-77	-94	-66	-58	-85	-15	-15	-64	-68	-17	-23	-48	-16	-10	-39	-83	-4	-79	-55	-37	-68	-35	-3	-84	-99	-85	-37	-94	-13	-62	-42	-35	0	-68	-8	-80	-47	-47	-38	-40	-20	-7	-73	-37	-76	-77	-25	-13	-63	-63	-45	-41	-79	-63	-11	-67	-69	-28	0	-38	-41	-79	-1	-92	-86	-98	-88	-33	-61	-21	-34	-99	-46	-1	-34	-5	-83	-34	-60	-80	0	-58	-9	-56	-7	-28	-29	-83	-28	-36	-52	-19	-91	-96	-61	-15	-43	-34	-91	-99	-14	-90	-15	-33	-59	-27	-74	-95	-13	-25	-94	-66	-71	-21	-24	-48	-71	-11	-29	-84	-81	-28	-73	-17	-25	-43	-51	-16	-78	-48	-20	-51	-59	-89	-33	-81	-34	-16	-61	-28	-49	-57	-59	-65	-82	-63	-52	-91	-1	-51	-60	-84	0	-89	-99	-77	-11	-12	-21	-3	0	-40	-17	-23	-4	-22	-46	-2	-10	-62	-77	-19	-61	-30	-29	-7	-91	-47	-35	-13	-34	-11	-98	-32	-9	-3	-25	-99	0	-65	-80	-4	-1	-30	-49	
-45	-1	-27	-52	-44	-67	-53	-97	-51	-92	-44	-55	-62	-67	-66	-81	-24	-73	-33	-70	-58	-51	-88	-74	-11	-83	-32	-17	-49	-16	-22	-78	-55	-92	-7	-10	-73	-65	-78	-53	-33	-95	-76	-65	-15	-37	-94	-14	-12	-28	-59	-59	-90	-18	-78	-47	-13	-31	-76	-99	-44	-46	-43	-98	-86	-35	-43	-22	-82	-82	-11	-70	-32	-59	-34	-51	-26	-7	-13	-7	-21	-35	-29	-76	-57	-68	0	-42	-92	0	-34	-31	-5	-69	-55	-56	-30	-13	-76	-95	-77	0	-72	-72	-79	-1	-91	-25	-49	-47	-16	-80	0	-42	-54	-13	-59	-5	-20	-58	-15	-13	-38	-13	-80	-17	-49	-43	-76	-5	-75	-84	-37	-91	-49	-71	-47	-43	-84	-50	-41	-65	-81	-82	-29	-71	-68	-66	-12	-51	-59	-59	-5	-22	-1	-50	-29	-36	-1	-56	-16	-42	-67	-3	-48	-55	-20	-24	-14	-48	-96	-46	-41	-49	-19	-45	-16	-65	-44	-38	-72	-69	-92	-29	-76	-38	-93	-50	-3	-9	-21	-44	-45	-28	-49	-14	-9	-52	-26	-72	
-89	-52	-12	-77	-17	-83	-10	-13	-74	-98	0	-14	-28	-89	-15	-92	-54	-41	-70	-92	-76	-69	-56	-21	-8	-53	-78	-88	-20	-99	-29	-44	-15	-53	-49	0	-1	-39	-99	-44	-72	-63	-70	-12	-82	-83	-93	-5	-76	-65	-6	-73	-60	-72	-88	-60	-51	-59	-23	-44	-40	-41	-51	-48	-61	-83	-55	-6	-88	-51	-68	-92	-56	-43	-47	-6	-84	-33	-78	-41	-53	-55	-75	-24	-99	-61	-93	-56	-25	0	-11	-65	-22	-6	-74	-27	-67	-57	-96	-17	-9	-50	-96	-55	-54	-45	-14	-33	-64	-67	-5	-25	-12	-99	-18	-8	-34	-88	-82	-71	-76	-67	-32	-82	-20	-23	-30	0	-82	-91	-4	-76	0	-88	-80	-10	-48	-16	-39	-62	-23	-67	-67	-65	-24	-39	-95	-89	-43	-25	-13	-48	-6	-88	-23	-39	-77	-26	-53	-60	-65	0	-13	-1	-12	-24	-37	-17	-22	-37	-49	-46	-9	-60	-47	-44	-88	-55	-89	-69	-56	-41	-86	-3	-17	-6	-35	-33	-79	-24	-14	-74	-72	-64	-59	-16	-25	-3	-86	-90	
